wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_2,wages_3,wages_4,transfers_2,transfers_3,transfers_4,pension_2,pension_3,pension_4,agri_sale_2,agri_sale_3,agri_sale_4,utilities_2,utilities_3,utilities_4,remittances_2,remittances_3,remittances_4
0.74,1,0.360655737704918,0.0,0.5,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.54,1,0.2622950819672131,0.5,1.0,0,0,1,0,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
2.42,1,0.360655737704918,0.5,1.0,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.33,0,0.2786885245901639,0.5,0.0,0,0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0.55,0,0.09836065573770489,1.0,0.5,1,0,1,1,0,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0.81,1,0.18032786885245902,0.5,1.0,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.4,1,0.3114754098360656,0.5,0.5,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False
0.85,1,0.5081967213114754,0.0,1.0,0,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.85,1,0.6557377049180327,0.0,0.75,0,0,0,1,0,1,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True
1.27,0,0.3770491803278688,0.5,0.0,0,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
0.87,0,0.3278688524590164,0.0,0.75,1,1,1,1,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.61,1,0.34426229508196715,0.0,0.0,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.42,1,0.5737704918032787,0.5,1.0,0,0,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.99,1,0.11475409836065573,0.0,0.25,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.64,0,0.44262295081967207,0.5,0.5,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
0.72,1,0.8524590163934427,0.0,0.25,1,0,1,0,0,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.59,0,0.9836065573770492,0.0,0.0,1,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.22,1,0.3278688524590164,0.5,1.0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.05,1,0.819672131147541,0.0,0.75,1,0,1,1,0,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
1.48,0,0.3278688524590164,0.0,0.5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.53,1,0.0819672131147541,0.0,0.5,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.7,1,0.16393442622950818,1.0,1.0,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0.33,0,0.11475409836065573,1.0,1.0,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
1.07,0,0.6557377049180327,0.0,0.25,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.56,1,0.39344262295081966,0.0,0.25,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
2.42,0,0.01639344262295081,0.0,0.5,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.24,1,0.22950819672131148,1.0,0.75,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,1,0.21311475409836064,0.5,0.75,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0.22,1,0.21311475409836064,1.0,1.0,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.57,1,0.0819672131147541,0.0,0.25,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.24,0,0.6065573770491803,0.0,0.5,1,0,1,1,1,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1.33,0,0.5737704918032787,0.0,0.0,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.47,0,0.540983606557377,0.5,1.0,1,1,1,1,1,0,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0.66,1,0.7377049180327869,0.0,0.0,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.82,1,0.14754098360655735,1.0,0.75,0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
0.95,1,0.4918032786885246,0.5,1.0,0,1,1,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
0.58,1,0.5737704918032787,0.0,0.25,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.68,0,0.4918032786885246,0.5,0.75,0,0,1,1,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.91,0,0.5573770491803278,0.0,0.25,0,0,1,1,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.11,0,0.3770491803278688,0.0,0.25,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.03,1,0.04918032786885243,0.0,0.75,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.94,1,0.24590163934426232,0.0,0.0,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1.4,0,0.29508196721311475,0.0,0.5,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.75,1,0.03278688524590165,0.5,0.0,1,1,0,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
0.87,1,0.5573770491803278,0.0,1.0,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.62,1,0.14754098360655735,0.0,0.75,0,1,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.08,0,0.24590163934426232,0.0,0.5,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.65,1,0.0,0.5,0.25,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
0.97,1,0.22950819672131148,0.5,0.75,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1.59,1,0.03278688524590165,0.5,1.0,0,1,0,1,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
1.22,1,0.09836065573770489,0.5,0.5,0,1,1,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.52,1,0.3770491803278688,0.0,0.0,0,0,1,0,1,1,1,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
2.42,0,0.6557377049180327,0.0,0.25,1,0,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.28,1,0.6557377049180327,0.0,0.75,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.81,1,0.24590163934426232,0.0,1.0,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,1,0.04918032786885243,0.0,0.0,1,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1.89,0,0.24590163934426232,0.0,0.5,0,0,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.58,1,0.0,0.5,0.0,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.33,1,0.7377049180327869,0.5,0.5,0,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.78,1,0.5737704918032787,1.0,0.75,0,0,1,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.61,1,0.03278688524590165,0.5,0.25,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.47,0,0.3770491803278688,0.5,0.5,1,0,0,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.56,1,0.3278688524590164,0.5,0.5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.22,1,0.7868852459016393,0.5,0.0,1,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.22,1,0.21311475409836064,0.5,1.0,0,1,1,1,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0.69,0,0.01639344262295081,0.5,0.5,1,0,1,1,0,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.4,1,0.7704918032786885,0.5,0.5,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.9,0,0.4098360655737705,0.0,0.0,0,0,1,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
0.62,1,0.6557377049180327,0.0,0.75,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2.04,0,0.4098360655737705,0.0,0.75,1,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
1.54,1,0.4098360655737705,0.0,1.0,0,1,1,1,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.64,1,0.5081967213114754,0.5,1.0,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1.34,0,0.03278688524590165,0.0,0.5,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2.42,1,0.16393442622950818,0.0,0.25,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.11,1,0.2786885245901639,0.0,0.5,0,0,1,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0.32,1,0.7049180327868853,0.5,1.0,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
0.61,1,0.39344262295081966,1.0,1.0,0,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1.25,0,0.13114754098360656,0.0,0.25,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.11,1,0.2786885245901639,0.5,0.75,0,0,1,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.85,1,0.9016393442622952,0.5,0.5,1,1,1,0,1,0,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.31,0,0.360655737704918,0.5,0.25,1,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
2.42,0,0.4098360655737705,0.0,0.5,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.34,1,0.5737704918032787,0.5,0.75,0,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.73,0,0.29508196721311475,0.0,0.5,1,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.22,1,0.5737704918032787,0.5,0.25,1,0,1,1,0,1,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.51,1,0.16393442622950818,0.5,0.25,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1.1,1,0.13114754098360656,1.0,0.5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.92,1,0.4098360655737705,0.0,0.5,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.3,1,0.4590163934426229,0.0,0.75,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.23,0,0.09836065573770489,0.5,0.5,1,0,1,0,0,1,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
2.42,0,0.9508196721311475,0.0,0.25,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1.12,0,0.06557377049180327,0.5,0.5,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.61,0,0.39344262295081966,1.0,1.0,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0.57,1,0.4918032786885246,0.0,0.0,0,0,1,0,0,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.78,0,0.0819672131147541,0.5,0.75,1,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
1.62,1,0.0819672131147541,0.0,0.75,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.22,1,0.639344262295082,0.5,1.0,0,0,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
0.84,0,0.01639344262295081,0.5,0.5,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0.42,0,0.0819672131147541,1.0,0.0,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
0.24,1,0.44262295081967207,0.0,0.5,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.82,1,0.47540983606557374,0.0,1.0,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
0.24,1,0.4590163934426229,0.5,1.0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
1.21,0,0.16393442622950818,0.5,0.5,0,1,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.64,1,0.7377049180327869,0.5,0.25,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,1,0.4098360655737705,0.0,0.25,0,1,1,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.73,0,0.16393442622950818,0.0,0.25,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
2.42,0,0.16393442622950818,0.0,0.25,1,1,1,1,1,0,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.57,0,0.06557377049180327,0.5,1.0,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
0.71,1,0.3278688524590164,0.0,0.75,0,1,0,0,1,1,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
